product_id,avg_rating,evaluation_score,product_type
B003FBG88E,4.4,0.2195444060179703,0
B0007NZPY6,5.0,0.31982597501497745,0
B0009XH6V4,4.280193236714976,0.2410349254947591,0
B00132ZG3U,4.2971962616822434,0.2418133606694996,0
B003V264WW,4.2248722316865415,0.2468167353520408,0
B003V264WW,4.2248722316865415,0.2468167353520408,0
B000065DJY,3.547058823529412,0.18861325168835436,0
B000FS1W4U,3.954545454545455,0.1966145389477286,0
B0057HQ6C2,4.466666666666667,0.22700810695393095,0
B00BB8ZIW0,4.425742574257425,0.23619762452824836,0
B00CC7Y0G4,4.3559322033898304,0.21667456027212664,0
B001BOFIRO,4.193548387096774,0.2639754671024754,0
B0027SU9JU,4.283950617283951,0.21662653429200268,0
B00006IV22,4.403061224489796,0.22037906487817496,0
B003FBG88E,4.4,0.2195444060179703,0
B00092M2X2,3.7647058823529416,0.24416437675019964,0
B00SKQFT4I,4.547169811320755,0.2285483517956066,0
B00A7JA72U,4.483870967741935,0.2624515210069385,0
B003FBG88E,4.4,0.2195444060179703,0
B001BOFIRO,4.193548387096774,0.2639754671024754,0
B00JXQ06X8,3.8409090909090913,0.2325898048485235,0
B003V264WW,4.2248722316865415,0.2468167353520408,0
B0002G214U,3.5078534031413615,0.21456539941459196,0
B0012DL8B4,4.094117647058823,0.2293106787535023,0
B000RZLL38,4.179310344827586,0.2301621786525612,0
B000XE6C3M,4.17948717948718,0.22779877518051106,0
B003FBG88E,4.4,0.2195444060179703,0
B0001B86HM,3.6354166666666665,0.2162183700120604,0
B00VRN7SB8,4.2,0.3734777293284807,0
B0009XH6TG,4.140540540540541,0.24535345289961735,0
B003FBG88E,4.4,0.2195444060179703,0
B00092M2XW,3.8378378378378377,0.2249409659605435,0
B0009XH6V4,4.280193236714976,0.2410349254947591,0
B0009XH6WI,3.8739495798319328,0.2423245781193349,0
B007ROD3O2,4.3,0.225641265960046,0
B0057HQ6C2,4.466666666666667,0.22700810695393095,0
B00006IV22,4.403061224489796,0.22037906487817496,0
B001LQY1X4,4.02020202020202,0.23007083379725696,0
B0009XH6V4,4.280193236714976,0.2410349254947591,0
B004INUY06,4.180555555555555,0.2658400977428722,0
B00006IV22,4.403061224489796,0.22037906487817496,0
B001LQY1X4,4.02020202020202,0.23007083379725696,0
B000RZLL38,4.179310344827586,0.2301621786525612,0
B0009XH6TG,4.140540540540541,0.24535345289961735,0
B0057HQ6C2,4.466666666666667,0.22700810695393095,0
B003FBG88E,4.4,0.2195444060179703,0
B0009XH6TG,4.140540540540541,0.24535345289961735,0
B003ICX810,4.068181818181818,0.20569890801071675,0
B003L0LWYY,4.3,0.2163580274792916,0
B000065DJY,3.547058823529412,0.18861325168835436,0
B00APV7OWG,4.246376811594203,0.268030942761148,0
B00006IV22,4.403061224489796,0.22037906487817496,0
B003V264WW,4.2248722316865415,0.2468167353520408,0
B00132ZG3U,4.2971962616822434,0.2418133606694996,0
B00VRN7SB8,4.2,0.3734777293284807,0
B000H0XV3G,4.060344827586206,0.24423964354781466,0
B00SKQFT4I,4.547169811320755,0.2285483517956066,0
B000H0XV3G,4.060344827586206,0.24423964354781466,0
B008O1V33A,3.8235294117647056,0.2618845358786195,0
B00O0WRO08,4.547619047619048,0.2357346873192007,0
B00MMRFUG8,4.608695652173913,0.34168925668515177,0
B003FBG88E,4.4,0.2195444060179703,0
B004YZMKKU,4.139705882352942,0.2516373564169879,0
B00065AFFE,4.290322580645161,0.25052571705232035,0
B00132ZG3U,4.2971962616822434,0.2418133606694996,0
B00132ZG3U,4.2971962616822434,0.2418133606694996,0
B00005O0MZ,4.09433962264151,0.23044126162044254,0
B00SKQFT4I,4.547169811320755,0.2285483517956066,0
B001AFFBCG,4.0540540540540535,0.2267099177027545,0
B00132ZG3U,4.2971962616822434,0.2418133606694996,0
B0001B86HM,3.6354166666666665,0.2162183700120604,0
B004YZMKKU,4.139705882352942,0.2516373564169879,0
B000BBGS40,2.952380952380953,0.24354142581428434,0
B00SKQFT4I,4.547169811320755,0.2285483517956066,0
B00O0WRO08,4.547619047619048,0.2357346873192007,0
B0027SU9JU,4.283950617283951,0.21662653429200268,0
B0026ZD0WM,4.433962264150943,0.24130483742809136,0
B001AFFBCG,4.0540540540540535,0.2267099177027545,0
