"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"1","US",46326693,"R1C8OJRIQF4KDA","B005GSZB7I",827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd","Major Appliances",5,2,3,"N","N","I love love love it","I love love love it! I got rid of my previous huge 'shrine to the microwave' cabinet, set this cute little one in the corner where it occupies counter space that's unusuable anyway and gained several valuable square feet of cabinet storage on my wall. It does everything it needs to perfectly. No keypad? No problem. It's small but who roasts a turkey in the microwave? It will still hold four ears of corn, a large round casserole dish, and plenty tall enough to do just about anything you want. I'm sure I'm saving energy too by not using my huge microwave to warm a half cup of coffee! Get one!",2014-07-31
"2","US",32619067,"R2FM5MI8H9AFFL","B001C3789A",994339247,"magic chef 1.6 cu over-the-range microwave","Major Appliances",5,1,8,"N","Y","Five Stars","Perfect",2014-07-31
"3","US",49904137,"R87XGU53ENGPW","B004NXUJ60",523301568,"microwave cavity paint 98qbp0302","Major Appliances",5,0,0,"N","Y","Works better than I thought it would.","Worked so much better than I expected.  Two light coats and it looked like new.",2014-07-30
"4","US",50032265,"R3GKYXOQ3IS5CY","B00012ORSS",305608994,"sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves","Major Appliances",3,3,3,"N","Y","Three Stars","Fast shipment, decent product.  Doesn't cook evenly.",2014-07-30
"5","US",29083622,"R20P9L37S796TG","B0058CLNBU",544821753,"samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave","Major Appliances",1,0,0,"N","N","Great when it works","This may or may not be a solution for you but it worked for me.<br />My SMH8165ST was purchased in January of 2012. In March of 2014 it started having the SE errors and similar to others on this site, would start on its own, night light would go off and on on its own, beep every 15 minutes, etc.<br />I tried all of the YouTube and other suggestions with removing the circuit board, cleaning all the connections. Originally this worked for two weeks, and then the problems restarted. Kept on repeating the process for the next 2 ½ months with the time interval getting shorter and shorter between cleanings.<br />The last time I left the power on when reinstalling the panel and the system worked fine. Oops, forgot to reinstall the circuit board mounting bracket.<br />Reinstalled the panel with the mounting bracket, again with live power and the SE error came on instantly.<br />Repeated the process three times, no errors without the circuit board mounting bracket; SE errors with the Circuit board mounting bracket.<br />With a large magnifying glass, I discovered a very, very small scratch on the ribbon cable between the circuit board and the control panel. This scratch lines up with a very sharp edge on the circuit board mounting bracket and it seemed that through vibration and general use; the ribbon cable was starting the have a direct contact between the embedded wires in the ribbon cable and the sharp edge of the mounting bracket, more than likely causing the strange SE errors.<br />I covered the sharp edge on the mounting bracket with electrician’s tape, as well as the ribbon cable where it bent around the mounting bracket projection.<br />Then while reinstalling the panel with live power, I tried twisting the panel, hitting it against the edge of the microwave, jiggling all the wires and all sorts of moves to see if the SE error would show up. No errors showed up.<br />The microwave has been working perfectly for two months now. It my case it is most likely that the manufacturing process was at fault for installing the ribbon cable tight against a sharp edge of the circuit board mounting bracket.<br />I would give this microwave 4 stars if it wasn't for the poor quality control during manufacturing.e manufacturing process was at fault for installing the ribbon cable tight against a sharp edge of the circuit board mounting bracket.<br />I would give this microwave 4 stars if it wasn't for the poor quality control during manufacturing.",2014-07-28
"6","US",33301467,"R3PFQV0ZVPLIQ7","B002I9QFNC",838179571,"hmv3051u 300 series 1.6 cu. ft. over-the range microwave oven with 1000 watts 10 microwave power levels automatic shut off and lcd display: stainless","Major Appliances",1,9,9,"N","N","Door handle broke after 3 years","The door near the bottom handle mount suddenly cracked, causing the handle to fall off, and the front glass panel to slide down. Wow, this is the first time I've seen a microwave oven break like this, especially an expensive high end unit like this one! It appears to be a design flaw: The door hook springs feel unusually strong, resulting in some unnecessary stress on the door when closing. Still, this seems like a really silly thing for a high-end microwave oven.<br /><br />I recommend you avoid this.",2014-07-28
"7","US",12124718,"R23DGA5HMNMCGQ","B007V7G5TU",423421857,"danby 0.7 cu.ft. countertop microwave","Major Appliances",4,0,0,"N","Y","Well built!","Very well made with stainless interior. Cooks well but has few bells and whistles, which is fine. Four stars because visibility while cooking is not what I'm used to.  Still a good deal for the price",2014-07-25
"8","US",4774878,"R172GJB6UWYKD1","B005GSZB3M",109226352,"whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave","Major Appliances",1,2,3,"N","Y","One Star","Did not work so I returned it",2014-07-25
"9","US",36332906,"RLC4M1VKMJSNB","B0058CLNBU",544821753,"samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave","Major Appliances",1,0,0,"N","N","What a rip off! DO NOT BUY SAMSUNG MICROWAVE OVENS...!!!","I am only adding my review so that I can lower the star count on this piece of garbage. I have no new information to add that has not already been thoroughly covered by the other reviewers. I also have the SE error and my microwave that just recently went out of warranty is now useless. DO NOT BUY SAMSUNG MICROWAVE OVENS...!!!",2014-07-25
"10","US",14795385,"R16S8QG8W87YT9","B0052G14E8",423421857,"danby 0.7 cu.ft. countertop microwave","Major Appliances",4,1,2,"N","Y","Simple, Inexpensive and straight-forward option","This microwave works well on a counter top.  My previous Microwave had a analog timer so I'm obviously not too picky about microwaves.  It should get the job done on most foods.  The quality is a bit iffy though because the first one I received from Amazon was half &#34;caved in,&#34; literally!  It's really lightweight and simple in design.  A good inexpensive option for regular everyday heating.",2014-07-25
