"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"1","US",19447779,"R2GES3GRDKYTGO","B0028J2EQY",984679751,"wubbanub longhorn bull pacifier","Baby",5,0,1,"N","Y","My son's favorite","We callit Steak and he loves it :) We never lose it and he's easy to find in the dark or the car. My son also loves having something to hold onto.",2013-07-31
"2","US",21853693,"R3G091CQXFE9NF","B0028IDXDS",450475749,"wubbanub brown monkey pacifier","Baby",5,0,1,"N","Y","Favorite","One of my favorites for my children.  These are so easy for your baby to find when looking for them.  As they get older, they can hold onto them without them falling all over the place and getting dirty, and won't have to wake you up in the middle of the night if they misplace it, my babies always seemed to find it because of the stuffed animal at the end that is easy to grab.  Some of animals sit better then others - the frog, monkey, and cat have a flat stomach so they can sit flat on your infant, so keep that in mind. I have 2 of these for my second child and he's kept up with both of them.",2013-07-31
"3","US",39116045,"ROJKNG9NK87H3","B0027A5FUQ",515907812,"nuby paci cradle pacifier box","Baby",5,0,0,"N","Y","Great","It's so fun that my four year old wants house it as a toy. Perfect for it's purpose, keeps the pacifier clean, it's a bit bulky.",2013-07-31
"4","US",30016501,"R7UPVVFIHMN4","B003CK3LDI",392768822,"wubbanub infant pacifier - giraffe","Baby",5,0,1,"N","Y","Two in one!","I love how soft and cuddly this giraffe is. My 5 month old loves to hold something soft when she's got her thumb, or a soother in her mouth and this checks both the boxes! Eliminates the need to carry a soother AND a small blanket or toy.",2013-07-31
"5","US",30016501,"R178RSREFBHFID","B00BIFACT0",955350284,"dr. brown's prevent classic pacifier","Baby",4,0,2,"N","Y","I like it, but baby hasn't taken to it yet...","Suddenly at 3 months my baby girl started accepting a pacifier, which was great when she woke in the middle of the night and wasn't hungry, and I could just pop one in her mouth, the only pacifier I had was a newborn smoothie and at 5 months I thought we needed to graduate to a other pacifier. The design is cute, but the second I put it in her mouth, she grabs the handle and rips it out. In the meantime ill keep trying!",2013-07-31
"6","US",33355879,"RCR3JRJ7ZJ5T3","B0028IDXDS",450475749,"wubbanub brown monkey pacifier","Baby",4,0,1,"N","Y","Great for my little one","Aside from the fact that the stuffed toy is sewn onto the pacifier it's great for my 3 month old the paci doesn't bounce all over when he spits it out and he can put it back into his own mouth it's easy to find since it really can't fall behind him when he is in a swing or bouncy seat! Plus it's really cute. Wish it could detach from the paci just for better cleaning",2013-07-30
"7","US",27738414,"RI1A6WJHFJAL9","B005WPPMXI",509145368,"jj cole pacifier pod, cream & black","Baby",5,0,0,"N","Y","Very handy","My  daughter loves the pacifier holder for the diaper bag. She loves it for carrying an extra pacifier since it is so easy to misplace them. Very good price and nice products. I am happy I purchased it for her & I Would recommend them.",2013-07-30
"8","US",37227343,"R28TKBHUARO2L2","B0045I6IAO",246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary","Baby",3,0,2,"N","Y","I believe it's good","So far no report from the Mom as I haven't asked.  I will pursue for input from her re: it's performance.",2013-07-30
"9","US",30574113,"R33L1JD9QDQ1L5","B006SJUH3W",467792741,"nuk orthodontic sports pacifiers- 18-36 months (size 3)","Baby",4,0,0,"N","Y","my big baby loves these","even our dentist is pleased.<br />it makes him so happy indeed!<br />just for naps and night-night and those blue days, too.<br />we think they are the best and it's hard to find the bigger ones in stores",2013-07-30
"10","US",33824294,"RXZA0OYJDQI1O","B00352M1RA",932874238,"mam 2 pack original silicone pacifier, 0-6 months, colors may vary","Baby",3,0,0,"N","Y","not what I thought","My baby was only liking a certain large bulb pacifier and these didn't show exactly how large they were, so I took a chance on them anyway. They're of course too small. Cute designs, but didn't work for us.",2013-07-30
"11","US",37502737,"R2AKN6JLL8N4O8","B0057EEC44",589029650,"philips avent bpa free nighttime infant pacifier, 0-6 months, 2-count","Baby",5,0,0,"N","Y","Great","The pacifiers themselves are great. But the 'colors may vary' concept caused us to end up with a girls set rather than a boy's set. But other than that these are great. :)",2013-07-30
"12","US",22199732,"RBRQ5UZBIKC8U","B001FGL9X0",812583172,"wubbanub brown puppy pacifier","Baby",5,0,0,"N","Y","Love These !","My son has the monkey its &#34;His Monkey&#34; and he loves it bought this as a gift !!!! hope they love it too",2013-07-30
"13","US",46917795,"R2XW2J91IHY1J0","B003CK3LDI",392768822,"wubbanub infant pacifier - giraffe","Baby",4,1,2,"N","Y","Baby Approved","My baby doesn't like pacifiers much. She always seems to spit them out, even when she'd like to use it. The WubbaNub helps out a lot. Not only does she like to play with it as a toy, it also helps her keep the pacifier in her mouth, since she can hold onto it.",2013-07-30
"14","US",11985312,"R1I5XLDJ3EQD80","B000ROKDC4",460495350,"nuk 2 pack silicone orthodontic bpa free juicy pacifier, size 1","Baby",5,1,1,"N","Y","Wonderful experience","Wonderful,my baby daughter loves it.Pretty colors,arrived quickly.Love the price.Thank you.I will continue to order them from you.Wonderful experience.Strong quality.Pretty,comfortable.Inexpensive.Daughter loves it.",2013-07-30
"15","US",22199732,"R1DJJCHQZIF3CF","B003CK3LDI",392768822,"wubbanub infant pacifier - giraffe","Baby",5,0,1,"N","Y","Cutsie","I love this I bought several different animals for gifts but my son has the monkey this monkey is &#34;his monkey&#34; we don't leave that guy behind ! I was afraid this thing wouldn't hold up but my son will be 1 in a month and his monkey is flawless ! I love this I bought several different animals for gifts but my son has the monkey this monkey is &#34;his monkey&#34; we don't leave that guy behind ! I was afraid this thing wouldn't hold up but my son will be 1 in a month and his monkey is flawless !",2013-07-30
"16","US",41340474,"R8TWUI5TVIWAH","B001FGL9X0",812583172,"wubbanub brown puppy pacifier","Baby",5,0,0,"N","Y","Made our life Complete!","With out this crazy little dog I don't know what we would do. This is the gift I will give to every new Parent, we have bought 3 of them!",2013-07-29
"17","US",13016070,"R2L4EF9UGFTMXV","B008LIHO7U",44176469,"philips avent scf192/04 3 months & up soothie pacifier 2 count - 3 pack (6 pacifiers total)","Baby",2,1,2,"N","N","Hard, Not Soft","Be aware these pacifiers are MUCH harder than the 0-3 month ones. I ordered several two packs and it didn't say what age they were for. When they showed up one said 3m+ on them and when I went to wash them I noticed they felt a bit less squishy but I didn't think anything of it. Well my eight month son is not having it. I gave him one, he put it in his mouth sucked once and then took it out, looked it over, and threw it! He's done it every time I've given it to him, he hates them and I've given up. I feel I should mention he was started on these in the NICU and won't take any other type of pacifier. So if you're concerned your kid might not like them, buy from a store where you can easily return them.`",2013-07-28
