"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"1","US",23750045,"R329AV4Y4DFJ08","B001UHMWBM",197856712,"andis 1600w quiet hangup hair dryer with night light","Beauty",5,7,7,"N","N","Review from a veteran professional hair stylist","I purchased this item for home use three years ago.  Yesterday morning after towel drying my hair, I started the dryer and a blade broke off in the turbo fan not unlike a jet engine blowing up.  There were no fragments flying around the room, it simply locked up with unmistakable fumes of wire insulation roasting. The power surge button did it's job well by instantly shutting off.<br />This little hair dryer was used daily by several people,guests and visiting relatives for three years.<br />Visitors constantly remark: Where did you get this wonderful little hair dryer?<br />I ordered two more for my home this morning.<br />It's not quiet.  The thing does scream.  It is however, remarkably fast drying hair and the night light works well.",2012-01-31
"2","US",46274653,"R3BRAZQ3XCTE6R","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",4,0,0,"N","Y","Andis dryer","Product dries hair quickly. Although larger and heavier than most folding dryer's,the price was good and so far the quality has been good also.",2012-01-30
"3","US",13996384,"R1M1DSDKB7B0FM","B000V3URNG",843035023,"elevate by andis 80405 professional lightweight tourmaline ceramic ionic 1875 watts hair dryer","Beauty",5,1,1,"N","Y","Andis Elevate Professional Lightweight Tourmaline Ceramic Ionic Hair Dryer Review","This is a great dryer for me because I would have to consciously TRY to overdry my hair. I have a cheap ConAir that I keep on hand for when my good dryers break so I can get by until a good one arrives. This is a good one, and what a difference! I'm so glad it arrived quickly or my hair would've been toast! I have thick, fine, fuzzy flyaway hair and with the pik attachment I have had no problems. The only problem was on my end. When the unit arrived, I thought the spongy tape material within the concentrators were for packing purposes so removed it. I had to get some more from a local craft store so DO NOT REMOVE THAT TAPE!! My bad.<br /><br />Again, I'm not a professional but I don't want charbroiled hair either. I'm pretty confident that won't happen with either of these products and the other haircare products I use. I'm fond of haircare products with argan oil in them for its thermal protection since my stylist tells me my ends aren't bad at all; that's after she reprimands me for not coming in but every 6 to 9 months.<br /><br />I ordered the [[ASIN:B002RC8IMQ Andis Elevate Nano-diamond Ceramic Digital Flat Iron]] to go with it and was not so happy, so see that review to understand why.<br /><br />I even used the Elevate on my dog today without issue. Of course it helps that I used to groom dogs so know better than to leave it in one spot for too long which can endanger a pet by burning him/her.<br /><br />Addendum 03/15/2012<br />I've noticed a few people complain about the design of the dryer with regard to the on/off switch and utilizing the pik attachment. It takes some getting used to in order to hold the dryer and feed your hair through the pik. I had a difficult time at first as well. I can't describe the way I do it (I'm not even sure I'm doing it correctly). I can only say that once I got used to it, it was easy to use the pik and NOT shut the dryer off.",2012-01-30
"4","US",10222919,"R2QS9UFQSC0AIK","B000A3I2X4",235105995,"revlon essentials 1875w fast dry hair dryer, rv408","Beauty",5,0,0,"N","Y","Really Good","This is the first electric equipment I bought from Amazon, and it is ALL beyond my expectation. I highly recommend it. If you want to buy a non-professional hair blower with professional effect, you should try this. The only thing not perfect is that the plug is a little hard to fit, but it's okay.",2012-01-27
"5","US",52905348,"R3CK1H9Q2HH3PZ","B004INUY06",303775294,"conair infiniti pro 1875 watt salon performance ac motor styling hair dryer with twist folding handle, blue","Beauty",5,1,1,"Y","N","Cool shot feature is nice","This is a good hair dryer in a fun color.  The best feature of this hair dryer is the Cool Shot feature, which blows cool air for just a moment.  This is nice if you are starting to overheat from all of the hot air.  And the best part is that it actually gets more powerful rather than less powerful when using the Cool Shot feature.  The only negative is that this hair dryer is a bit big and bulky, but this is not a major problem.  Overall, I like and recommend this hair dryer.",2012-01-26
"6","US",52457580,"R3GA77ZVAYEYLR","B0009XH6WI",197856712,"andis 1600w quiet hangup hair dryer with night light","Beauty",5,0,0,"N","Y","Low Noise Dryer","This hair dryer has a lower noise level when in use.  Many dryers have a very high pitch whine from the fan motor.  Fan was found as the dryer provided in a Hampton Inn.",2012-01-26
"7","US",14533588,"RRDVKD7TK8HRF","B000H0XV3G",963066492,"vidal sassoon vs547 1875w tourmaline ceramic hair dryer","Beauty",4,0,0,"N","Y","Rhode Island customer","Two other hair dryers died in one week.  This came quickly, and in good condition.  I seems to do a good job, and to offer options for heat and power.  I'd purchase from the vendor again.",2012-01-26
"8","US",29058304,"R8OT5QMBOLZBA","B000X1MCYI",943337655,"turbo power 3200 twin turbo hair dryer, 36 ounce","Beauty",5,0,0,"N","Y","excellent","excellent for thick long hair , it just take me 15 min to dryhair , my hair now shiny and looks more stylist",2012-01-26
"9","US",33034474,"R156Q4PK1FK0NY","B0037MFCHE",423960,"infiniti by conair i series folding handle hair dryer","Beauty",5,0,0,"N","Y","Great Buy","Pros: Lots of nice features; fold up handle and retracting cord. Really does make my hair feel soft and seem healthier.<br /><br />Cons: It's not as lightweight as I would have hoped or some other reviews have said. It's also not as quiet as other reviews have stated, the noise is average, not any quieter or louder than others that I have owned.<br /><br />Overall, I am happy with it, especially for the $25.00 price.<br /><br />Update 04/16/13 - owned for over a year and still going strong.",2012-01-25
"10","US",36339164,"R2EKBKYG01PXU","B000E8PG98",676407800,"conair 1875 watt cord-keeper hair dryer; pink","Beauty",4,0,0,"N","N","decent dryer","This dries quickly and the heat is gentle producing hair with less frizz that is sleeker and shinier than  the hair that older dryers produce.    The downsides are the bulk and the size.  I find the size of the dryer sometimes is offputting to move around the head- not impossible but alot better with a smaller dryer.  I also don't care for how poorly the labels for the heat and air settings wears- its only a few months old and already there's alot of wear due to how my hand usually grips the handle.  I notice this issue alot in Chinese made goods (especially keyboards), but its annoying nonetheless.",2012-01-24
"11","US",27580067,"R2M4CUA65H3R6D","B0037MKQE8",107341965,"conair 207p infinity tourmaline ceramic hair dryer","Beauty",4,0,0,"N","Y","A good dryer","Got this for a relative for xmas. She is very pleased with it. It has 3 fan speeds, which is not that easy to find any more. It comes with a couple of drying accessories, too. It is not lightweight though, which, in my view is the only shortcoming.",2012-01-24
"12","US",20632658,"R1EC5QIJF4KJFK","B001MXWZFM",16483457,"conair pro hair dryer","Beauty",1,1,4,"N","Y","dryer scam","Hi, I commented that I get the dryer is in the photo with carecteristicas they offer, I feel cheated and very angry, because I rely on information that you published the photo in addition to the product but it is not, the dryer sent me has nothing to do with what they are offering, I feel cheated, robbed.  are a very bad sellers, they offer a product that ultimately can not sell.",2012-01-24
"13","US",35587790,"R1HAYFIENBM3N5","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",4,6,7,"N","Y","Great dryer for fine hair","Despite trying many hair conditioners and smoothers, my hair remained dry and frizzy.  Finally, someone advised me it might be my hairdryer.  I needed the concentrator attachment.  I checked Amazon's reviews, and noted that this dryer did not work well on thick or long hair.  So, it seemed perfect for my short, thin hair.  And I am satisfied.  Even at the same 1875 Watts as my old Conair dryer, this one does not seem to get very hot and it does take longer to dry my hair, about 10-15 minutes longer. (I've had two ion dryers that claim to dry hair faster, and I don't believe it.)  But, I am better able to style my hair while I dry it, and am pleased with the results.  My hair looks shiny and has almost no frizz, even in the dry air of a heated house.",2012-01-23
"14","US",41346689,"R2O1XWRPHW2BD3","B003V264WW",732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Beauty",5,0,0,"N","N","Love this dryer!","I have long hair that takes forever to dry. My boyfriend bought this for me for my birthday and it has taken time off of my morning routine and it also matches my curling wands! I love the pink and black design and it's much quieter than my old hair dryer. I highly recommend it!",2012-01-23
"15","US",10223977,"R1WIGGUH34VX6U","B00005O0MZ",694290590,"conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer","Beauty",5,0,0,"N","Y","Great Dryer","WOrks fantastic and came with a diffuser and another nozzle for straigtening! Very inexpensive and works great!  I bought one for myself and one for my mother.",2012-01-22
"16","US",24825132,"R1S2RVU8P71SQD","B0001B86HM",805407843,"conair pro styler bonnet hair dryer, white","Beauty",5,2,2,"N","Y","Hair Dryer","My wife wanted this to replace an old broken one.  It arrived on time and works as advertised with no problems so far.  She said she likes it.",2012-01-21
