"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"1","US",11984803,"R9A89T35VZSVW","B0073YCGK8",542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt","Major Appliances",4,0,0,"N","Y","Sticks out a little too far but works fine.","Works great, looks good but sticks out from cabinets. I had it installed and they had no problems what so ever.",2015-01-31
"2","US",13319206,"RD7MWCARZKA5Z","B00NG0FP7E",565072108,"lg over-the-range microwave oven with 300 cfm venting system","Major Appliances",5,1,5,"N","Y","... it installed for a few weeks now and works fine. It's a microwave","Had it installed for a few weeks now and works fine. It's a microwave. You plug it in. Fan speeds are great. First time ordering an appliance online and so far very happy.",2015-01-31
"3","US",17806324,"RWEYS327JRKC8","B0052G14E8",423421857,"danby 0.7 cu.ft. countertop microwave","Major Appliances",1,1,2,"N","Y","I know you get what you pay for, in ...","I know you get what you pay for, in most cases, but in this case, I don't feel I did. I expected it to take longer to heat than my old 1000 watt, but it takes at least twice as long. The turn table rattles, and because of it's light weight, you have to hold it with your left hand while pushing the button to open the door with your right, otherwise you will push it across the counter. Very displeased.",2015-01-31
"4","US",52096201,"R3OMSM9XB7X14U","B005GSZB9Q",771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white","Major Appliances",1,0,2,"N","N","Quit working after 1 year of very light use.","I loved this when I first received it. It looked great and didn't take up a lot of space. I really wished it hadn't died, but after 1 year of very, very light use, I turned it on (with a cup of coffee in it) and it threw out a small spark and some smoke and then it quit. It was quite scary (because I was standing next to it). I would definitely not recommend this microwave.",2015-01-30
"5","US",11969490,"R8Z5VK8T7746S","B00NXRHIO8",692404913,"samsung counter top microwave","Major Appliances",5,2,2,"Y","N","Presets are a bit off but it is pretty convenient to have","this is a fabulous microwave. It does both jobs of a regular microwave and a toaster oven. What more could you ask for. Presets are a bit off but it is pretty convenient to have. You can grill in this as well, though I haven't tried it yet.. I'll keep you posted. I would recommend this product to others.",2015-01-30
"6","US",38668862,"R1T7C1C9QJ1UJK","B000W3JHHM",943347999,"pem31smss ge profile spacemaker countertop microwave oven stainless steel","Major Appliances",5,0,0,"N","Y","Five Stars","perfect for my application",2015-01-30
"7","US",29242792,"R220VI34BLHQZN","B00009V3X6",459626087,"sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves","Major Appliances",4,6,7,"N","Y","Lasted a long time","This replaced a 12 year old identical model that finally quit. While I considered a more recent model, the convenience of installing a microwave with the exact same dimensions and mounting hardware is hard to beat. There are a lot of buttons that I will probably never use.",2015-01-29
"8","US",52811948,"R1C5GDOVP36K2Q","B00NQFSSWS",692404913,"samsung counter top microwave","Major Appliances",3,3,9,"Y","N","It's Big","The first thing you should know about this microwave is that it is big,so make sure you have adequate counter space to accommodate it. I only use it for simple things like heating things up quicky. For this it works well. I haven't yet tried its grilling feature.",2015-01-28
"9","US",35815587,"R3QVPNZ7G9X744","B00NXRHIO8",692404913,"samsung counter top microwave","Major Appliances",4,5,5,"Y","N","A microwave for those who want to cook more than just popcorn, TV Dinners and quesadillas","Samsung Countertop Microwave, 1.1 Cubic Feet, Stainless Steel is a must buy for people who enjoy cooking meals in their microwaves instead of just zapping snacks and melting cheese.  The counter top microwave is larger than most models and this one can cook main course meals and side dishes for you and your family.  A medium sized pizza can be cooked inside it's designed to &#34;crisp&#34; instead of being kind of on the soft side like other microwaves.  Just press the easy-to-use preset buttons for all of your cooking needs and if you want to &#34;grill&#34; your food with the grill layer that works similar to the one found in a convection oven but don't expect the same results.<br /><br />Overall, I have to recommend this microwave for those who prefer to cook their meals the fast and easy way instead of using a cumbersome stove or for apartment dwellers.  You can't go wrong with a Samsung Countertop Microwave, 1.1 Cubic Feet, Stainless Steel, especially if the price is right.",2015-01-28
"10","US",52896995,"R176MFKCDBGMV2","B007V7G5TU",423421857,"danby 0.7 cu.ft. countertop microwave","Major Appliances",4,0,0,"N","N","Nice, but no one minute button","Had the Danby 1.1 cu ft model for a couple of weeks now, and really like it.  Stainless steel inside and out is really nice.  Didn't buy from AMZN...got it for $90 from a warehouse store with a super liberal return policy (you know which one!), and so far we really love it.  One thing I wish it had...a &#34;one minute&#34; button.  But it's a snap to reprogram the popcorn button for a one minute cook time on high, so no biggie, but it does mean that you have to punch in the time when you want to make microwave popcorn.",2015-01-28
