"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"1","US",41192041,"R3GCJJWMTTY996","B003LQSNTA",294255492,"binkibear original brown with jollypop pacifier newborn orange","Baby",5,3,4,"N","Y","The only one my kid can't take the pacifier off of!","My title says it all.  This is better than any of the other ones out there, especially if you have a toddler that's always trying to figure out how to take things apart. My little one is obsessed! Thank you to who made this!!!  We use nuk, natursutten, and dr browns with this guy.  Only problem, where can we buy a pink one!!???",2012-08-31
"2","US",27872049,"RCNM8M7S77A5N","B006PASHMW",578779420,"clevamama microwave baby pacifier sterilizer","Baby",2,1,1,"Y","N","Takes up room than actually helps.","My newborn daughter was given several pacifiers, from the Avent ones to the Gerbers. She prefers the Gerbers, so we bunched them all into this pacifier tree to steam them up.<br />First off, when I received the box, I thought the tree was too small. We put about 6 pacifiers before it was stuffed.<br />Because it's small, they don't fit the Avent pacifiers too well since they don't have rings. Heck, they don't seem to hold any pacifiers if it doesn't have rings.<br /><br />The steamer seemed to work fine, but the tree was too hot out of the microwave. The drainer didn't seem to work well either, so I just had to tip over the bottom to spill the water out.<br /><br />It seems fine, but I wouldn't consider the tree a necessity.",2012-08-31
"3","US",11056950,"R35J89V2ORDFRS","B006G9F8AQ",454116188,"2 pack natursutten bpa free natural rubber pacifier, butterfly shield, orthodontic nipple","Baby",1,1,2,"N","Y","Too big for a newborn, my baby doesn't like it.","I am not sure if it's the shape or the larger size, but my baby just doesn't like it and prefers advent soothies that she got at the hospital. It also changes color a bit once it is sterilized ... so seems weird that it would.",2012-08-31
"4","US",29731525,"R3LY7RP9AUKBCM","B006BHSAB2",52203997,"wubbanub pink bear infant pacifier","Baby",5,0,0,"N","Y","Lov, Love, Love These.  Same pacifier given to babies in the hospital!","My daughter had grown accustom to the feel of the hospital brand pacifiers since she spent a couple of months there after birth.  I frantically purchased several look-a-likes when we came home.  Even at the her tender age of just a few months old, she was not to be fooled by these silly knock-offs.  I had a diva on my hands and she wanted nothing less than the real thing.  I finally discovered that the Gum Drop pacifiers were identical to the ones provided by hospitals. They have a vast variety of styles and colors like [[ASIN:B000ZEXKJE GumDrop Pacifier Full-Term Natural Scent Orange 5 Pack]] and [[ASIN:B007VSM3CM Gum Drop Preemie Pacifier Vanilla Scent (Green)]] for preemies. Finally we were saved!<br /><br />During my search for the holy grail of pacifiers, I came across these wubanubs and bought them mostly because they were super cute.  And since I was starting a collection of pacifiers, I figured it wouldn't hurt to try.  Love, love, love these.  And my daughter does as well.<br /><br />First let me begin by saying that the pacifier, on these precious dolls, are practically identical to the make and material of the hospital variety and perfect for my little one.  They are perfect for little hands to find and grab in the middle of the night.  My daughter just puts her own pacifier back in her mouth.  I only wished I had found them sooner since my other two children are grown.  I could have saved myself from trips to the crib in the middle of the night to give baby back her pacifier.<br /><br />Although, they are a little pricier than a traditional pacifier...you save money by not having to purchase another two pack because you don't know where the gazillion others you purchased went.  I have yet to lose even one of these.  They also make a great toy for baby as well. While the pacifier is in her mouth she tends to play with the plush and tag. It appears to be a somewhat  meditative motion that helps to sooth her and/or occupy her in her carseat/stroller/crib.  So not only is it a pacifier and toy but it helps build motor skills and actually pacify.<br />There are a number of different colors, animals and even textures like this one [[ASIN:B0031W38YO Wubbanub Plush Pacifier Toy, Mango Monkey]]. The [[ASIN:B0028H3ACS WubbaNub Tabby Kitten]] is my favorite.  I have noticed that this one along with the Tabby cat is slightly smaller than the other ones I've purchased but my daughter loves it just the same.  The pacifier itself is sewn very well to the plush; however, I have cut the pacifier out of just one after its seen some wear.  ( Just as a caution.)  Once you stitch the hole back you have another little toy for baby to play with, unlike the plain pacifiers that you have to dump. They make great gifts and additions to a shower basket.  I have bought many for my friends. When you think of the must haves in baby gear, I personally would add this to my list.<br /><br />Update: To wash or sterilize, I place a small plastic sandwich bag around the plush to prevent it from getting wet. I can then wash the pacifier with warm water and anti-bacterial soap or clean with a baby safe sterilizer.  Then I just take a sterile wipe or even a baby wipe to gently rub the plush doll.  It has worked well for me and keeps baby's gear germ free.",2012-08-30
"5","US",10457960,"R1D3ZSPTE3D14J","B006X6KGBI",899854772,"booginhead pacifier","Baby",4,0,1,"N","Y","Mute Button Paci","Smaller than it looks and so the font on the pacifier is pretty small too. A little disappointed because I chose this one over another one that was only about a dollar more ...that one had the cute little semi-circle handle attachment too. Well the nipple size is good for a newborn so it's a keeper.",2012-08-30
"6","US",37028707,"R3RJJ7LV04QJQT","B0028IDXDS",450475749,"wubbanub brown monkey pacifier","Baby",5,0,0,"N","N","Can't think of anything my kid loves more... nope, nothing","We got this for our boy at birth, and within a few weeks, he could hug it to himself.  So, it was about 50 times less often that we'd have to reach over and adjust his pacifier.  The beads inside help to keep Wubba on our son's chest, even when he was very little, further reducing the amount of retrieval we had to do.  That adds up, and you can count it in whatever sanity is measured by.  The monkey is cute and soft, but very durable.  Whenever he gets grungy, he just goes in the wash with normal clothing.  I LOVE this product so much I got the Giraffe to leave at the in-laws.",2012-08-30
"7","US",15126899,"R2U2N8TRR3RJ3O","B001L2SA6M",381226741,"philips avent bpa free contemporary freeflow pacifier","Baby",3,7,12,"N","Y","Can Not Choose Colors","My previous review was denied, and does follow review guidelines. This is what I said previously:<br /><br />Got the package within two days, and for that I am happy!  I am only disappointed that I was unable to choose colors.  I did leave a note that these were for a boy, but received a pink and a purple.<br /><br />3/5 stars for an awesome product with fast shipping but docked for inability to choose the colors of an item you pay for.",2012-08-29
"8","US",48840001,"RQETQ4SOXR7L2","B004VL2VRY",175568661,"motorola mbp33 wireless video baby monitor with infrared night vision and zoom 2.8 color lcd","baby",5,0,0,"n","n","exactly what we wanted","we have been using an angelcare movement and audio-only monitor for our son's first 3 months, and while it has been great, i really don't know how we lived without having video!  now that our son is moving more in his sleep, this helps us know if he's fussing because he's worked himself into a corner or if he's just fussing himself back to sleep.  great for peace of mind and so nice to be able to peek at him without going into the room.<br /><br />the night vision is fantastic and i like that there's no distracting light needed for the camera.  i do plan to mount the camera on the wall so we get a better view, but so far we are very pleased with this purchase.  the two-way talk feature is a nice touch as well.",2012-08-29
"9","us",15087737,"r27j8zwftoa5bk","b004tdc14w",733001760,"blueberry mini deluxe cloth pocket diaper","baby",5,2,2,"n","n","excellent for anyone interested in cds","i am a busy work-at-home mom committed to at least trying cloth diapers.  we ordered pocket diapers from several brands: 1 fuzzinbunz, 1 blueberry, 1 bumgenius and 2 charlie bananas to start with.  we loved the blueberry mini so much we ordered 2 more minis and 1 more large one.  really easy so far and no issues.",2012-08-29
"10","us",28478440,"r3f5nnsrg1j8hy","b003ajxy3i",533404581,"thirsties snap duo wrap","baby",4,3,3,"n","y","no leaks, good fit, sometimes gets smelly","i love that the snaps allow this cover to fit varying size and growing babies. cloth lining makes it very comfortable for baby. this has kept all messes, big and small, inside. every now and then stuff gets on the cover lining, usually when it's a heavy one. heavy or normal messes still leave the cover smelling a bit like urine after a few uses, probably because the lining will soak up moisture also. our routine now seems to be to alternate about two covers a day with hand washing and line drying once a day to prevent stink (obviously a washer wash with bigger messes). not a big deal for us, we just wash it real quick in the shower and hang it in the bathroom.",2012-08-29
