,product_id,star_rating,date,normalized_date
0,B00005O0MZ,4.138328530259366,2015_7_,42
1,B00005O0MZ,4.144578313253012,2015_6_,41
2,B00005O0MZ,4.147239263803681,2015_5_,40
3,B00005O0MZ,4.142857142857143,2015_4_,39
4,B00005O0MZ,4.146417445482866,2015_3_,38
5,B00005O0MZ,4.14240506329114,2015_2_,37
6,B00005O0MZ,4.131578947368421,2015_1_,36
7,B00005O0MZ,4.114478114478113,2014_12_,35
8,B00005O0MZ,4.138888888888889,2014_11_,34
9,B00005O0MZ,4.132142857142857,2014_10_,33
10,B00005O0MZ,4.115241635687732,2014_9_,32
11,B00005O0MZ,4.130769230769231,2014_8_,31
12,B00005O0MZ,4.1078838174273855,2014_7_,30
13,B00005O0MZ,4.1415094339622645,2014_6_,29
14,B00005O0MZ,4.105527638190955,2014_5_,28
15,B00005O0MZ,4.110497237569061,2014_4_,27
16,B00005O0MZ,4.064705882352942,2014_3_,26
17,B00005O0MZ,4.0974025974025965,2014_2_,25
18,B00005O0MZ,4.103703703703704,2014_1_,24
19,B00005O0MZ,4.094827586206897,2013_12_,23
20,B00005O0MZ,4.142857142857143,2013_11_,22
21,B00005O0MZ,4.147368421052631,2013_10_,21
22,B00005O0MZ,4.155555555555557,2013_9_,20
23,B00005O0MZ,4.136363636363637,2013_8_,19
24,B00005O0MZ,4.090909090909091,2013_7_,18
25,B00005O0MZ,4.067567567567568,2013_6_,17
26,B00005O0MZ,4.043478260869565,2013_5_,16
27,B00005O0MZ,3.9354838709677415,2013_4_,15
28,B00005O0MZ,3.9090909090909087,2013_3_,14
29,B00005O0MZ,3.877551020408163,2013_2_,13
30,B00005O0MZ,3.9090909090909087,2013_1_,12
31,B00005O0MZ,3.65625,2012_12_,11
32,B00005O0MZ,3.56,2012_11_,10
33,B00005O0MZ,3.4285714285714284,2012_10_,9
34,B00005O0MZ,3.4285714285714284,2012_9_,8
35,B00005O0MZ,3.3529411764705883,2012_8_,7
36,B00005O0MZ,3.3571428571428568,2012_7_,6
37,B00005O0MZ,3.6363636363636362,2012_6_,5
38,B00005O0MZ,3.875,2012_5_,4
39,B00005O0MZ,4.142857142857143,2012_4_,3
40,B00005O0MZ,4.4,2012_3_,2
41,B00005O0MZ,4.25,2012_2_,1
42,B00005O0MZ,4.0,2012_1_,0
43,B0009XH6WI,3.9090909090909087,2015_7_,42
44,B0009XH6WI,3.916167664670658,2015_6_,41
45,B0009XH6WI,3.8875,2015_5_,40
