b00eovf0jm,m,5,5,Jul-15
b00eovf0jm,m,5,5,Jun-15
b00eovf0jm,m,5,5,May-15
b00eovf0jm,m,5,5,Apr-15
b00eovf0jm,m,5,5,Mar-15
b00eovf0jm,m,5,5,Feb-15
b00eovf0jm,m,5,5,Jan-15
b00eovf0jm,m,5,5,Dec-14
b00eovf0jm,m,5,5,Nov-14
b00eovf0jm,m,5,5,Oct-14
B005GM942C,m,4,4.642608028,Jul-15
B005GM942C,m,4,4.642608028,Jun-15
B005GM942C,m,4,4.642608028,May-15
B005GM942C,m,4,4.642608028,Apr-15
B005GM942C,m,4,4.642608028,Mar-15
B005GM942C,m,4,4.642608028,Feb-15
B005GM942C,m,4,4.642608028,Jan-15
B005GM942C,m,4,4.642608028,Dec-14
B005GM942C,m,4,4.642608028,Nov-14
B005GM942C,m,4,4.642608028,Oct-14
B005GM942C,m,4,4.642608028,Sep-14
B005GM942C,m,4,5,Jul-15
B005GM942C,m,4,5,Jun-15
B005GM942C,m,4,5,May-15
B005GM942C,m,4,5,Apr-15
B005GM942C,m,4,5,Mar-15
B005GM942C,m,4,5,Feb-15
B005GM942C,m,4,5,Jan-15
B005GM942C,m,4,5,Dec-14
B005GM942C,m,4,5,Nov-14
B005GM942C,m,4,5,Oct-14
B005GM942C,m,4,5,Sep-14
B005GM942C,m,4,5,Aug-14
B005GM942C,m,4,5,Jul-14
B005GM942C,m,4,5,Jun-14
b00xyve4b8,m,4,3.39278346,Jul-15
b00kj07sem,m,4,3.043543718,Jul-15
B0024SLF3M,m,4.5,2.971634044,Jul-15
B0024SLF3M,m,5,3.297893868,Jun-15
B0024SLF3M,m,5,3.297893868,May-15
B0024SLF3M,m,5,3.297893868,Apr-15
B0024SLF3M,m,5,3.297893868,Mar-15
B0024SLF3M,m,5,3.297893868,Feb-15
B0024SLF3M,m,5,3.297893868,Jan-15
B0024SLF3M,m,5,3.297893868,Dec-14
B0024SLF3M,m,5,3.297893868,Nov-14
B0024SLF3M,m,5,3.297893868,Oct-14
