,product_id,product_type,2012_5_star_rating,2012_5_eval_score,2012_4_star_rating,2012_4_eval_score,2012_3_star_rating,2012_3_eval_score,2012_2_star_rating,2012_2_eval_score,2012_1_star_rating,2012_1_eval_score
0,B0058CLNBU,m,2.3333333333333335,2.558985522450392,3.0,2.970119191534139,,,,,,
1,B00413662I,m,4.666666666666667,3.11689224951023,4.5,2.8750926701668376,4.0,2.812555287869754,4.0,2.812555287869754,,
2,B004YKDYVE,m,4.75,3.3009310123834936,4.666666666666667,3.141683566564201,4.5,3.684969725793889,4.5,3.684969725793889,4.5,3.684969725793889
3,B000W3PH1W,m,5.0,2.6095225751799935,,,,,,,,
4,B005GSZB9Q,m,4.5,3.673914908006467,4.0,3.781818921634944,4.0,4.485859815986922,4.0,4.485859815986922,,
5,B0058CLNBU,m,2.3333333333333335,2.558985522450392,3.0,2.970119191534139,,,,,,
6,B0049OXU1O,m,1.0,2.182251620860966,,,,,,,,
7,B002Z8041A,m,1.0,2.2427066039764534,1.0,2.2245482437928192,1.0,2.534464908041527,1.0,2.534464908041527,1.0,2.4188726939725473
8,B000W3JHHM,m,2.6,2.1762112525095567,2.75,2.3797394979772886,3.3333333333333335,2.981110123382877,3.5,2.9624629601586174,5.0,3.236602132109809
9,B005GSZB7I,m,4.0,3.5261384031728937,,,,,,,,
10,B000UW1WW8,m,2.0,2.4376428421021608,2.0,2.4376428421021608,1.0,2.643800273652013,,,,
11,B004YKDYVE,m,4.75,3.3009310123834936,4.666666666666667,3.141683566564201,4.5,3.684969725793889,4.5,3.684969725793889,4.5,3.684969725793889
12,B003XSST4A,m,4.666666666666667,3.4309273798969246,4.666666666666667,3.4309273798969246,5.0,5.0,5.0,5.0,5.0,5.0
13,B0011YHN7M,m,1.0,2.2280740672504593,1.0,2.2280740672504593,,,,,,
14,B00413662I,m,4.666666666666667,3.11689224951023,4.5,2.8750926701668376,4.0,2.812555287869754,4.0,2.812555287869754,,
15,B005GSZB3M,m,4.0,2.569766111459667,4.0,2.569766111459667,,,,,,
16,B000PUKLRM,m,1.0,2.0840965722925384,1.0,2.0840965722925384,,,,,,
17,B000BQRHNQ,m,5.0,2.346776279746688,5.0,2.346776279746688,,,,,,
18,B000A7B4D0,m,3.3333333333333335,2.446878449787909,3.3333333333333335,2.446878449787909,5.0,3.07632722233668,,,,
19,B004YKEV20,m,1.0,1.5411346218456297,1.0,1.5411346218456297,,,,,,
20,B005JAVD3Y,m,4.0,2.9038430610991597,4.0,2.9038430610991597,,,,,,
21,B005GM942C,m,4.0,5.0,4.0,5.0,,,,,,
22,B0002YTM0I,m,3.0,2.8400764011526616,3.0,2.8400764011526616,,,,,,
23,B0058CLNBU,m,2.3333333333333335,2.558985522450392,3.0,2.970119191534139,,,,,,
24,B000W3JHHM,m,2.6,2.1762112525095567,2.75,2.3797394979772886,3.3333333333333335,2.981110123382877,3.5,2.9624629601586174,5.0,3.236602132109809
25,B0058CLNBU,m,2.3333333333333335,2.558985522450392,3.0,2.970119191534139,,,,,,
26,B005OW6RFG,m,1.0,1.7494248725229355,1.0,1.7494248725229355,,,,,,
27,B003XSST4A,m,4.666666666666667,3.4309273798969246,4.666666666666667,3.4309273798969246,5.0,5.0,5.0,5.0,5.0,5.0
28,B000A7B4D0,m,3.3333333333333335,2.446878449787909,3.3333333333333335,2.446878449787909,5.0,3.07632722233668,,,,
29,B001QFYDSI,m,1.5,2.0878001474543924,1.5,2.0878001474543924,1.5,2.3631077106943073,,,,
30,B000UW1WW8,m,2.0,2.4376428421021608,2.0,2.4376428421021608,1.0,2.643800273652013,,,,
