,product_id,product_type,2012_4_star_rating,2012_4_eval_score,2012_3_star_rating,2012_3_eval_score,2012_2_star_rating,2012_2_eval_score,2012_1_star_rating,2012_1_eval_score
0,B003V264WW,h,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
1,B004YZMKKU,h,4.428571428571429,3.061298065929791,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
2,B004YZMKKU,h,4.428571428571429,3.061298065929791,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
3,B00132ZG3U,h,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
4,B00006IV22,h,2.5,2.2223446914691527,4.0,2.362118768899986,4.0,2.362118768899986,4.0,2.3347293981938764
5,B003V264WW,h,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
6,B00132ZG3U,h,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
7,B000BBS636,h,4.25,2.444497780825709,5.0,2.575679189240609,5.0,2.3606045898906407,5.0,2.3331994973204404
8,B00132ZG3U,h,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
9,B000R80ZTQ,h,4.1,2.7658314212479818,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
10,B0009XH6V4,h,4.6,2.62704161919921,4.75,2.472120915233297,4.666666666666667,2.537549523340202,5.0,3.076773567240941
11,B0009XH6TG,h,3.888888888888889,2.837082318277754,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
12,B000A3TBB6,h,3.6,2.570331797877108,5.0,3.257212820495218,5.0,3.257212820495218,5.0,3.069397724205736
13,B0009XH6UU,h,4.25,2.8089461332271264,4.0,2.627580976608315,4.0,2.627580976608315,4.0,2.5065122064038685
14,B004YZMKKU,h,4.428571428571429,3.061298065929791,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
15,B000X2UCJO,h,4.0,2.7013000422495295,4.0,2.302022919061112,,,,
16,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
17,B001QTW2FK,h,3.0,2.1377094004574473,,,,,,
18,B001QTW2FK,h,3.0,2.1377094004574473,,,,,,
19,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
20,B000V1YZMC,h,3.0,2.5998990128260124,5.0,2.836544365808942,5.0,2.836544365808942,,
21,B000R80ZTQ,h,4.1,2.7658314212479818,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
22,B000A3TBB6,h,3.6,2.570331797877108,5.0,3.257212820495218,5.0,3.257212820495218,5.0,3.069397724205736
23,B001LQY1X4,h,4.6,3.093191113387729,4.5,3.084413242722452,4.0,2.5793352954105018,4.0,2.5542013044758347
24,B0040VGR3Y,h,3.0,2.072650681051163,,,,,,
25,B000X2UCJO,h,4.0,2.7013000422495295,4.0,2.302022919061112,,,,
26,B0002G214U,h,2.0,2.0881153967169594,2.0,2.1101725901709756,3.0,2.3224469929503946,,
27,B003837V8A,h,4.333333333333333,2.6331336411879374,5.0,3.0192500764631327,5.0,3.713080436032365,5.0,3.699718228291209
28,B00132ZG3U,h,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
29,B000K7JLGM,h,1.3333333333333333,2.0593826150093713,1.0,1.8942861438727439,1.0,1.8942861438727439,1.0,2.2983779529418253
30,B001UE7D2I,h,5.0,2.800718463398714,5.0,3.199967254068219,5.0,3.199967254068219,5.0,3.1812773435520803
31,B0037MFCHE,h,5.0,3.4261048944534513,5.0,3.6604902881727828,5.0,3.6604902881727828,5.0,3.6465820319445936
32,B000V3URNG,h,3.0,2.423353443441435,4.0,2.483178141644538,4.0,2.483178141644538,5.0,2.4728191002055064
33,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
34,B000A3TBB6,h,3.6,2.570331797877108,5.0,3.257212820495218,5.0,3.257212820495218,5.0,3.069397724205736
35,B000IF3D38,h,5.0,2.8808762517227535,5.0,2.7563713563690113,5.0,2.807193939476909,,
36,B000A3I2X4,h,4.2,2.5946888391509826,4.25,2.5556674682400047,4.25,2.5556674682400047,3.5,2.2260797525595457
37,B000M7YQOM,h,2.3333333333333335,2.191425974245785,3.0,2.9366387166662635,3.0,2.9366387166662635,,
38,B000ALCJR6,h,2.8,2.380737879371225,3.3333333333333335,2.5981937721418245,1.0,1.9073992976194072,,
39,B0009XH6WI,h,4.0,2.2001931262455106,4.5,2.4176943336487,4.5,2.4176943336487,5.0,2.5618677089010737
40,B000E2ZONM,h,3.0,1.9699761350464469,1.0,1.423776961170252,1.0,1.423776961170252,,
41,B000ALCJR6,h,2.8,2.380737879371225,3.3333333333333335,2.5981937721418245,1.0,1.9073992976194072,,
42,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
43,B0026ZD0WM,h,5.0,3.1731507599155493,,,,,,
44,B00005O0MZ,h,4.142857142857143,2.828817747328924,4.4,2.878964560814209,4.25,2.807682545478131,4.0,2.5901338384530206
45,B000065DJY,h,2.75,2.511276688160657,2.3333333333333335,2.5580589644601783,3.0,2.9097047466125976,,
46,B000R80ZTQ,h,4.1,2.7658314212479818,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
47,B0009XH6TG,h,3.888888888888889,2.837082318277754,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
48,B000R80ZTQ,h,4.1,2.7658314212479818,3.8333333333333335,2.6082813096802138,3.8333333333333335,2.6082813096802138,5.0,2.9373060100306425
49,B000IG83VE,h,5.0,2.607550542635414,,,,,,
50,B002BFX6EO,h,5.0,2.1634385239686527,5.0,1.9824285735684573,5.0,1.9824285735684573,5.0,1.9510968435965843
51,B00005O0MZ,h,4.142857142857143,2.828817747328924,4.4,2.878964560814209,4.25,2.807682545478131,4.0,2.5901338384530206
52,B00009YJSJ,h,3.5,2.1569344930816134,3.5,2.1569344930816134,3.0,2.1645168840904123,3.0,2.135075794295715
53,B003TQPRGY,h,1.0,2.0108197758274,1.0,2.0108197758274,,,,
54,B005IH0KDC,h,5.0,3.46066114182385,5.0,3.46066114182385,,,,
55,B000065DJY,h,2.75,2.511276688160657,2.3333333333333335,2.5580589644601783,3.0,2.9097047466125976,,
56,B002GQMTAK,h,2.0,1.9106774113896883,2.0,1.9106774113896883,1.0,1.8900373402254584,,
57,B000G62HRM,h,5.0,3.234885757161508,5.0,3.234885757161508,,,,
58,B001LQY1X4,h,4.6,3.093191113387729,4.5,3.084413242722452,4.0,2.5793352954105018,4.0,2.5542013044758347
59,B001UE7D3W,h,3.5,2.278205194783583,3.5,2.278205194783583,2.0,1.3857736267899223,,
60,B000H0XV3G,h,4.0,2.560247578455894,4.0,2.560247578455894,4.0,2.180859960219718,4.0,2.151588562132633
61,B0009PL4D8,h,5.0,3.7085932459426796,5.0,3.7085932459426796,,,,
62,B000ALCJR6,h,2.8,2.380737879371225,3.3333333333333335,2.5981937721418245,1.0,1.9073992976194072,,
63,B000IF3D38,h,5.0,2.8808762517227535,5.0,2.7563713563690113,5.0,2.807193939476909,,
64,B003V264WW,h,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
65,B000R858R0,h,4.0,3.034535803244975,4.0,3.034535803244975,3.0,2.3493770961043454,3.0,2.3218554274025935
66,B00092M38G,h,4.5,2.54582859223353,4.5,2.54582859223353,,,,
67,B003V264WW,h,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
68,B0009XH6XC,h,1.0,2.218545564183094,1.0,2.218545564183094,,,,
69,B001LQY1X4,h,4.6,3.093191113387729,4.5,3.084413242722452,4.0,2.5793352954105018,4.0,2.5542013044758347
70,B003V264WW,h,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
71,B00005O0MZ,h,4.142857142857143,2.828817747328924,4.4,2.878964560814209,4.25,2.807682545478131,4.0,2.5901338384530206
72,B00132ZG3U,h,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
73,B001LQY1X4,h,4.6,3.093191113387729,4.5,3.084413242722452,4.0,2.5793352954105018,4.0,2.5542013044758347
74,B0002G214U,h,2.0,2.0881153967169594,2.0,2.1101725901709756,3.0,2.3224469929503946,,
75,B004YZMKKU,h,4.428571428571429,3.061298065929791,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
76,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
77,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
78,B00092M2VO,h,3.0,2.2871272241234433,3.0,2.2871272241234433,2.3333333333333335,2.1251535263547945,2.3333333333333335,2.0953037230878806
79,B003837V8A,h,4.333333333333333,2.6331336411879374,5.0,3.0192500764631327,5.0,3.713080436032365,5.0,3.699718228291209
80,B000BBS636,h,4.25,2.444497780825709,5.0,2.575679189240609,5.0,2.3606045898906407,5.0,2.3331994973204404
81,B000RZLL38,h,4.75,2.9139539951248894,4.75,2.9139539951248894,4.666666666666667,2.8474172698356224,5.0,2.6331180687850395
82,B003V264WW,h,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
83,B003V264WW,h,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
84,B0009XH6V4,h,4.6,2.62704161919921,4.75,2.472120915233297,4.666666666666667,2.537549523340202,5.0,3.076773567240941
85,B002NGMEPI,h,2.0,2.1864138889255837,2.0,2.1864138889255837,,,,
86,B001BOFIRO,h,4.333333333333333,2.926710291896545,4.333333333333333,2.926710291896545,4.0,2.5857329078436555,5.0,3.069377310596171
87,B00092M38G,h,4.5,2.54582859223353,4.5,2.54582859223353,,,,
88,B001BOFIRO,h,4.333333333333333,2.926710291896545,4.333333333333333,2.926710291896545,4.0,2.5857329078436555,5.0,3.069377310596171
89,B005IH0KDC,h,5.0,3.46066114182385,5.0,3.46066114182385,,,,
90,B00132ZG3U,h,4.0,2.579865816226108,4.0,2.7180058850784157,3.8,2.6636970913126863,4.25,2.918331152806209
91,B000X2UCJO,h,4.0,2.7013000422495295,4.0,2.302022919061112,,,,
92,B0009XH6TG,h,3.888888888888889,2.837082318277754,4.428571428571429,2.76905975955254,4.666666666666667,2.816031850306458,4.6,2.909688039722485
93,B0009XH6VO,h,5.0,2.266577446211607,5.0,2.266577446211607,,,,
94,B002NGMEPI,h,2.0,2.1864138889255837,2.0,2.1864138889255837,,,,
95,B000ALCJR6,h,2.8,2.380737879371225,3.3333333333333335,2.5981937721418245,1.0,1.9073992976194072,,
96,B004INUY06,h,4.666666666666667,3.360460058177676,4.666666666666667,3.360460058177676,5.0,3.7280593564059954,5.0,3.714852676214015
97,B004INUY06,h,4.666666666666667,3.360460058177676,4.666666666666667,3.360460058177676,5.0,3.7280593564059954,5.0,3.714852676214015
98,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
99,B001UE7D46,h,5.0,3.123712490215457,5.0,3.123712490215457,5.0,3.123712490215457,,
100,B000FS1W4U,h,1.0,2.0740450861300417,1.0,2.0740450861300417,1.0,2.0740450861300417,,
101,B000M7YQOM,h,2.3333333333333335,2.191425974245785,3.0,2.9366387166662635,3.0,2.9366387166662635,,
102,B000E2ZONM,h,3.0,1.9699761350464469,1.0,1.423776961170252,1.0,1.423776961170252,,
103,B0009XH6V4,h,4.6,2.62704161919921,4.75,2.472120915233297,4.666666666666667,2.537549523340202,5.0,3.076773567240941
104,B004YZMKKU,h,4.428571428571429,3.061298065929791,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
105,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
106,B000RZLL38,h,4.75,2.9139539951248894,4.75,2.9139539951248894,4.666666666666667,2.8474172698356224,5.0,2.6331180687850395
107,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
108,B006BNFXHU,h,4.666666666666667,3.028678215455668,4.642857142857143,2.9828751082380682,4.583333333333333,3.057828766594061,,
109,B001BOFIRO,h,4.333333333333333,2.926710291896545,4.333333333333333,2.926710291896545,4.0,2.5857329078436555,5.0,3.069377310596171
110,B000A3TBB6,h,3.6,2.570331797877108,5.0,3.257212820495218,5.0,3.257212820495218,5.0,3.069397724205736
111,B003V264WW,h,3.625,2.5636495565239716,3.6666666666666665,2.593153502962605,3.8,2.606957378816488,3.6666666666666665,2.4730166650547556
112,B004YZMKKU,h,4.428571428571429,3.061298065929791,4.7272727272727275,3.050300632226002,4.7,3.0449733961190177,4.833333333333333,3.1865590680892244
