"","X","product_id","avg_rating","evaluation_score","product_type","total_score"
"1",1,"B003FBG88E",4.4,2.90355515621635,"hair_dryer",3.60538778795088
"2",2,"B0007NZPY6",5,3.41562217590792,"hair_dryer",4.15869537540711
"3",3,"B0009XH6V4",4.28019323671498,2.93367348565685,"hair_dryer",3.56519124890311
"4",4,"B00132ZG3U",4.29719626168224,2.93235078583518,"hair_dryer",3.57246331400745
"5",5,"B003V264WW",4.22487223168654,2.99114105276105,"hair_dryer",3.5697609756771
"6",7,"B000065DJY",3.54705882352941,2.7380285811078,"hair_dryer",3.11746376480354
"7",8,"B000FS1W4U",3.95454545454546,2.78057444296691,"hair_dryer",3.33116684739725
"8",9,"B0057HQ6C2",4.46666666666667,2.93187825440953,"hair_dryer",3.65169401975813
"9",10,"B00BB8ZIW0",4.42574257425743,2.94808338149582,"hair_dryer",3.64110554290101
"10",11,"B00CC7Y0G4",4.35593220338983,2.88397280723668,"hair_dryer",3.57432176403251
"11",12,"B001BOFIRO",4.19354838709677,3.05510204977579,"hair_dryer",3.58903338197933
"12",13,"B0027SU9JU",4.28395061728395,2.89787231212922,"hair_dryer",3.54794303724679
"13",14,"B00006IV22",4.4030612244898,2.91053349010082,"hair_dryer",3.61052899752925
"14",16,"B00092M2X2",3.76470588235294,2.78733795849479,"hair_dryer",3.24572351478426
"15",17,"B00SKQFT4I",4.54716981132075,3.00799811597659,"hair_dryer",3.729869641093
"16",18,"B00A7JA72U",4.48387096774194,3.16057229898767,"hair_dryer",3.78119937463342
"17",21,"B00JXQ06X8",3.84090909090909,2.83046114506732,"hair_dryer",3.30436123166711
"18",23,"B0002G214U",3.50785340314136,2.75327183816273,"hair_dryer",3.10717059213771
"19",24,"B0012DL8B4",4.09411764705882,2.80734929796452,"hair_dryer",3.41084365368975
"20",25,"B000RZLL38",4.17931034482759,2.90008356409508,"hair_dryer",3.50004092425863
"21",26,"B000XE6C3M",4.17948717948718,2.83310409113742,"hair_dryer",3.46455775957346
"22",28,"B0001B86HM",3.63541666666667,2.77726140445946,"hair_dryer",3.17973622243464
"23",29,"B00VRN7SB8",4.2,3.34555993834974,"hair_dryer",3.74629232726371
"24",30,"B0009XH6TG",4.14054054054054,2.96636274916489,"hair_dryer",3.51705213332007
"25",32,"B00092M2XW",3.83783783783784,2.73002760124617,"hair_dryer",3.24959060220766
"26",34,"B0009XH6WI",3.87394957983193,2.8583253477725,"hair_dryer",3.33465311260837
"27",35,"B007ROD3O2",4.3,2.91982867500443,"hair_dryer",3.56712902642735
"28",38,"B001LQY1X4",4.02020202020202,2.84972869069965,"hair_dryer",3.39868068223626
"29",40,"B004INUY06",4.18055555555556,3.03200083385485,"hair_dryer",3.57067299833248
"30",48,"B003ICX810",4.06818181818182,2.88302735138884,"hair_dryer",3.43886479631475
"31",49,"B003L0LWYY",4.3,2.87201493055081,"hair_dryer",3.54173992812248
"32",51,"B00APV7OWG",4.2463768115942,3.05033227677813,"hair_dryer",3.61127716360687
"33",56,"B000H0XV3G",4.06034482758621,2.93142729376821,"hair_dryer",3.46088961712885
"34",59,"B008O1V33A",3.82352941176471,2.98868722215317,"hair_dryer",3.38022820908098
"35",60,"B00O0WRO08",4.54761904761905,3.0322524711069,"hair_dryer",3.7429593954911
"36",61,"B00MMRFUG8",4.60869565217391,3.24355960667978,"hair_dryer",3.88380841201653
"37",63,"B004YZMKKU",4.13970588235294,3.01559461516728,"hair_dryer",3.54280279947735
"38",64,"B00065AFFE",4.29032258064516,2.88096175147558,"hair_dryer",3.54195198035611
"39",67,"B00005O0MZ",4.09433962264151,2.90066710719624,"hair_dryer",3.46049951694007
"40",69,"B001AFFBCG",4.05405405405405,2.89776604811558,"hair_dryer",3.44006512290072
"41",73,"B000BBGS40",2.95238095238095,2.74333911119974,"hair_dryer",2.84137973471373
"42",77,"B0026ZD0WM",4.43396226415094,2.95399713928021,"hair_dryer",3.64810078284458
"43",90,"B0012HEGCI",3.3125,2.66803640279935,"hair_dryer",2.97028982988645
"44",91,"B000A3I2X4",4.22558922558923,2.81761633969225,"hair_dryer",3.47795562317793
"45",92,"B006QREFI4",4.31034482758621,3.0380412663691,"hair_dryer",3.63475163657992
"46",93,"B002GQMTAK",2.69090909090909,2.63317837808644,"hair_dryer",2.66025408240026
"47",95,"B000S8JB36",4.51724137931034,3.04470911312206,"hair_dryer",3.73532674596436
"48",97,"B007ROD3AG",4.23863636363636,2.96172564696105,"hair_dryer",3.56059677308177
