"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"1","US",23372436,"R1RRXLWVX6ONNW","B00006IV22",357308868,"conair 1875 watt dual voltage folding handle hair dryer","Beauty",4,0,0,"N","Y","Excellent compact hair dryer","This is a great little hair dryer and I like the various settings.  My only complaint is that it's a bit noisy, but that's to be expected with most compact dryers that put out any volume of air.",2013-02-28
"2","US",17102330,"R3YJ46P6I29YU","B003V264WW",732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Beauty",5,0,1,"N","Y","Awesome Hairdryer","This is probably the best hair dryer I've ever had.  I have really thick, corse hair and haven't generally dried it much in the past because it would take so long.  Then once it was dry I'd have to straighten it because it would be all frizzy.  Not anymore!!!  This thing dries my hair quickly and also leaves it very smooth.  I LOVE it!  Now I dry my hair almost daily since it doesn't take me an hour from start to finish!",2013-02-28
"3","US",44583555,"R2BM9N7S3R6FVV","B000R80ZTQ",486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black","Beauty",1,9,9,"N","Y","It broke！","Owned it less than a year, it broke! For no reason! Try to press reset button, still nothing, it is very disappointed!",2013-02-28
"4","US",48927257,"R27ZVSZQN4ESGX","B003VZNCQK",496940864,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, matte black","Beauty",5,0,0,"N","Y","Makes Everyday Easier and Faster","I blow-dry my hair almost everyday-and it used to be a chore. This hair dryer has made the process time go by SO quickly, leaves my hair smooth, AND is affordable.  If you're thinking of investing in an amazing hair dryer, invest in this one. It's half the price and totally worth it.",2013-02-28
"5","US",22165871,"R1QP4OKMIHZGKQ","B003TQPRGY",814216548,"revlon 1875w compact travel hair dryer","Beauty",5,0,0,"N","Y","Great Gift","Good hair dryer for the money, seriously. I've had one just like it for almost 8 years, love it. So this one for less than $10 is awesome!",2013-02-28
"6","US",14444496,"ROC5MXK2PGPYO","B0018C3V5A",833461643,"turbo power 3200 twin turbo hair dryer, black","Beauty",4,2,3,"N","Y","Works great, but...","My only frustration is this blow dryer is LOUD.  My four year old now shuts his door just to avoid the noise this dryer produces.  I used to have a T3 Tourmeline dryer which was good but it'd just run it's course.  I wasn't in LOVE with it so thought I would try what many reviewers claimed was a very professional dryer for a reasonable price.  I also wish it had a medium blow setting as well, as there is a really dramatic difference between the low and high and I have to be diligent to be sure the high setting doesn't make my curls frizzy.  I will keep it, but just two things I wish I had known.",2013-02-28
"7","US",28228011,"R1Z2JP8F2XLNI3","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",3,1,1,"N","Y","not quite what expected","This product came up in a search for travel hair dryers.  It is NOT a travel hair dryer.  On the down side:  Heavy (probably because of the cord retracting mechanism, which is powerful enough to pull a tooth with), handle is uncomfortable to hold and is very thick.  The bulbous end of it is so wide it cannot fit in the drawer where I keep hair dryers. And it's a ittle too loud.  On the good side: Does a truly fine job of drying and styling hair, and I really like the results. The price is fair.",2013-02-28
"8","US",96081,"R6PHYYZ1ML34N","B003TQPRGY",814216548,"revlon 1875w compact travel hair dryer","Beauty",1,48,53,"N","Y","Dangerous!","I purchased this and received it two days later! As always Amazon.com shipping is superior! Ive never had issues with an items sold from amazon.com although I have with their third party sellers. I thought this was a safe bet. I attempted to use it for the first time today and it caught on fire!!! I was using it in a bedroom in a safe outlet that I use for chargers and other items with no issue! It was not around any water! My hair was dry and was using it to help make it straighter. At first it had a smokey smell and I thought maybe this is like a new hair dryer smell. My straightener sometimes smells like this if I use with my hair wet so I thought this was fine. I turned it out waited 5 mins then tried again and luckily I cautiously turned the hair dryer away from hair to make sure it was safe and sure enough fire came out I turned it off unplugged it and it patted it down with a blanket till I stopped. I was sooo scared! luckily I wasn't burned but my blanket had to be tossed! Amazon.com was helpful with processing a return and I still think revlon products are great but something must have been wrong with this particular one so be careful with this!",2013-02-28
"9","US",37421493,"R1USOTERMPVQNM","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",5,1,2,"N","Y","i love it","have everything i want,  go ooo oo o o o o o o o o o o oo o o d",2013-02-28
"10","US",8131741,"RSSOOI7H8DFQI","B003VZNCQK",496940864,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, matte black","Beauty",4,0,1,"N","N","EXCELENTE SECADOR !","YA LO RECIB&Iacute;, ME GUSTO EL SECADOR MUY POTENTE,CALIENTA BASTANTE,SECA R&Aacute;PIDO Y DE MANERA PERFECTA,LO &Uacute;NICO QUE ES UN POCO PESADO, POR LO DEM&Aacute;S EXCELENTE.",2013-02-27
"11","US",52466996,"R2ZFP8R5TBX3C0","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",4,1,1,"N","Y","Nice, light weight; slightly less output than expected","I got this to put in our guest room and then, comparing it to my vintage model, claimed it for myself. I don't know how much &#34;times&#34; have changed since the last time I bought a hairdryer, but I was surprised at its slightly reduced output. It's light, though, which is an improvement, and it's easy to operate, so I like it overall.",2013-02-27
"12","US",42945098,"R3RA0L5Q06ZWT8","B0050QLDGY",635386699,"remington d3710 ceramic fast finish dual fan turbo hair dryer, 1875 watts","Beauty",4,0,1,"N","Y","Seems to have a lot of power, I just wish the heat was a bit hotter.","I do like how this dryer feels as I hold it. There is a lot of air that is coming from the unit. I just wish it were hotter. I have very thick hair and it takes forever to dry. It seems as if the hottest setting is the same temperature as &#34;warm&#34; on any other dryer that I have had.",2013-02-27
"13","US",47095145,"R2SG47Y521FMZ4","B003TQPRGY",814216548,"revlon 1875w compact travel hair dryer","Beauty",5,0,0,"N","Y","Best Hair Dryer","This is the best darn hair dryer. My daugthter asked for her own dryer so I didn't want spend a lot of money on her first dryer. This works way better than mine and I spent 3 times more on mine. It dry's faster and isn't as loud as mine. It's smaller and lighter. I think I might just have to get me one of these also.",2013-02-27
"14","US",25477784,"R35AKRSJ90FS7W","B002B8VE4U",74735317,"travel smart by conair dual voltage 1875 watt hair dryer","Beauty",4,1,1,"N","Y","Works great!","Great little drier. Heats up quickly and blows hard. I wish it had an attchment to direct the air better.",2013-02-27
"15","US",20678469,"R3E6P4YJVLXY3B","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",5,0,0,"N","Y","This thing BLOWS! (ha, ha, ha)","I bought this hairdryer because I stayed at a Marriott (Hilton?) in Providence, Rhode Island, and this was the hair dryer that the room was supplied with. I didn't think anything special of it when I first walked in, or when I brushed my teeth. I didn't realize what a competent little hair dryer this thing was until the next morning. When my hair was wet. And I need to dry my hair.<br /><br />The Andis RC-2 Ionic 1875W Ceramic Hair Dryer with Folding Handle seriously blows. I mean that. It puts out an impressive amount of heated air. The settings are appropriate - low, medium, high; they all provide about the amount of air you'd expect. The heat is nice. Nothing special there, but it dries hair.<br /><br />I don't think I've ever owned a hair dryer I've liked more. Granted, this is only my third one ever, but still, not too shabby.",2013-02-27
"16","US",14650714,"R2ZL31F6AN9762","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",5,0,7,"N","Y","just okay","just okay aaa a  a a a a a a a a a a a a a a a a a a just wanna finished this",2013-02-27
"17","US",35643470,"RQ8UN6ZBBQ4R8","B0050QLDGY",635386699,"remington d3710 ceramic fast finish dual fan turbo hair dryer, 1875 watts","Beauty",3,0,0,"N","Y","Doesn't get hot enough","I would like it more if it reached a higher temperature. takes a long time to dry hair. I have thick hair so I need a hair dryer that gets hotter.",2013-02-26
